1000	57	353	7272	9866	2594
1000	4	372	6661	8851	2190
1000	34	376	8131	11468	3337
1000	27	357	6338	11005	4667
1000	50	373	8703	8989	286
1000	25	361	7373	7448	75
1000	62	368	5681	8205	2524
1000	30	372	6996	8179	1183
1000	94	381	8939	10432	1493
1000	71	367	6176	10859	4683
1000	79	364	9187	9690	503
1000	55	371	7362	8439	1077
1000	53	374	6580	11304	4724
1000	68	373	9152	9418	266
1000	52	371	6502	9695	3193
1000	50	366	7231	8710	1479
1000	55	387	7023	8488	1465
1000	67	381	6436	8661	2225
1000	35	366	8219	10308	2089
1000	63	379	7492	8506	1014
1000	86	356	6260	10150	3890
1000	67	374	5717	7433	1716
1000	31	370	7552	9958	2406
1000	71	363	7858	9642	1784
1000	66	386	8094	11705	3611
1000	44	378	6451	9609	3158
1000	18	380	7197	8408	1211
1000	43	362	8735	9221	486
1000	21	372	10064	10837	773
1000	58	385	5929	9869	3940
1000	20	351	5865	9243	3378
1000	12	356	7223	10709	3486
1000	27	385	9091	12248	3157
1000	52	360	9810	10022	212
1000	17	360	6276	8862	2586
1000	40	363	7988	10970	2982
1000	19	359	9738	10315	577
1000	18	372	7098	8239	1141
1000	29	365	7218	9080	1862
1000	38	364	13116	14495	1379
1000	20	361	6103	8642	2539
1000	34	367	8823	10404	1581
1000	22	364	6412	9093	2681
1000	66	367	8878	9434	556
1000	30	361	6984	8515	1531
1000	38	368	6396	7479	1083
1000	64	375	6467	9376	2909
1000	12	378	8468	9405	937
1000	41	390	7114	7366	252
1000	29	358	9416	9525	109
2000	41	733	16050	20489	4439
2000	15	736	14575	21238	6663
2000	46	712	14272	20436	6164
2000	42	761	15262	22952	7690
2000	20	723	14186	26119	11933
2000	131	738	16856	23908	7052
2000	69	707	15974	17706	1732
2000	45	741	19739	21538	1799
2000	7	728	20245	24142	3897
2000	84	727	13835	20863	7028
2000	39	761	17956	20375	2419
2000	66	742	16161	21942	5781
2000	27	765	15803	19893	4090
2000	36	756	13594	18810	5216
2000	79	708	17470	17716	246
2000	132	739	16520	25680	9160
2000	81	740	17790	22239	4449
2000	67	752	21154	21429	275
2000	48	731	17468	24487	7019
2000	31	753	17516	22682	5166
2000	93	723	16877	24619	7742
2000	63	760	14920	19404	4484
2000	86	728	16448	21826	5378
