100;0;2542;2641
100;1;2268;2367
100;2;2242;2341
100;3;2384;2483
100;4;2461;2560
100;5;2500;2599
100;6;2438;2537
100;7;2277;2376
100;8;2482;2581
100;9;2463;2562
100;10;2590;2689
100;11;2264;2363
100;12;2603;2702
100;13;2594;2693
100;14;2477;2576
100;15;2464;2563
100;16;2152;2251
100;17;2767;2866
100;18;2424;2523
100;19;2538;2637
100;20;2457;2556
100;21;2563;2662
100;22;2223;2322
100;23;2266;2365
100;24;2338;2437
100;25;2256;2355
100;26;2657;2756
100;27;2387;2486
100;28;2460;2559
100;29;2716;2815
100;30;2636;2735
100;31;2654;2753
100;32;2480;2579
100;33;2511;2610
100;34;2280;2379
100;35;2505;2604
100;36;2612;2711
100;37;2731;2830
100;38;2187;2286
100;39;2365;2464
100;40;2399;2498
100;41;2276;2375
100;42;2708;2807
100;43;2481;2580
100;44;2763;2862
100;45;2080;2179
100;46;2383;2482
100;47;2158;2257
100;48;2705;2804
100;49;2517;2616
200;0;9836;10035
200;1;9401;9600
200;2;9765;9964
200;3;9811;10010
200;4;10148;10347
200;5;10028;10227
200;6;10482;10681
200;7;10382;10581
200;8;10198;10397
200;9;9664;9863
200;10;10074;10273
200;11;9698;9897
200;12;9251;9450
200;13;10766;10965
200;14;9426;9625
200;15;9475;9674
200;16;10396;10595
200;17;10686;10885
200;18;9664;9863
200;19;9652;9851
200;20;10094;10293
200;21;10262;10461
200;22;9529;9728
200;23;9226;9425
200;24;11018;11217
200;25;10053;10252
200;26;10248;10447
200;27;10012;10211
200;28;10011;10210
200;29;9498;9697
200;30;9615;9814
200;31;11155;11354
200;32;10615;10814
200;33;10997;11196
200;34;9215;9414
200;35;10239;10438
200;36;9698;9897
200;37;10320;10519
200;38;10045;10244
200;39;9591;9790
200;40;9566;9765
200;41;9516;9715
200;42;9438;9637
200;43;10802;11001
200;44;9705;9904
200;45;9675;9874
200;46;9238;9437
200;47;10207;10406
200;48;10188;10387
200;49;9985;10184
300;0;22054;22353
300;1;22439;22738
300;2;23361;23660
300;3;21306;21605
300;4;23230;23529
300;5;20912;21211
300;6;20852;21151
300;7;22286;22585
300;8;22355;22654
300;9;21659;21958
300;10;21254;21553
300;11;21653;21952
300;12;23408;23707
300;13;21752;22051
300;14;23356;23655
300;15;21752;22051
300;16;23015;23314
300;17;22141;22440
300;18;23308;23607
300;19;22288;22587
300;20;21520;21819
300;21;23778;24077
300;22;21290;21589
300;23;22486;22785
300;24;21754;22053
300;25;21738;22037
300;26;22444;22743
300;27;22987;23286
300;28;21349;21648
300;29;22169;22468
300;30;21796;22095
300;31;22070;22369
300;32;23329;23628
300;33;19659;19958
300;34;21353;21652
300;35;23219;23518
300;36;22965;23264
300;37;21551;21850
300;38;23008;23307
300;39;23565;23864
300;40;22226;22525
300;41;21667;21966
300;42;22274;22573
300;43;22278;22577
300;44;23159;23458
300;45;22709;23008
300;46;22952;23251
300;47;21099;21398
300;48;22083;22382
300;49;23360;23659
400;0;38288;38687
400;1;38312;38711
400;2;39021;39420
400;3;40924;41323
400;4;38736;39135
400;5;37356;37755
400;6;40981;41380
400;7;40155;40554
400;8;40057;40456
400;9;40447;40846
400;10;42063;42462
400;11;40609;41008
400;12;39785;40184
400;13;40568;40967
400;14;39095;39494
400;15;40825;41224
400;16;40630;41029
400;17;38127;38526
400;18;39466;39865
400;19;40141;40540
400;20;39335;39734
400;21;38384;38783
400;22;43098;43497
400;23;40161;40560
400;24;41649;42048
400;25;40084;40483
400;26;40344;40743
400;27;40954;41353
400;28;39428;39827
400;29;40579;40978
400;30;38169;38568
400;31;39265;39664
400;32;40658;41057
400;33;37738;38137
400;34;41195;41594
400;35;40523;40922
400;36;38880;39279
400;37;37790;38189
400;38;39439;39838
400;39;41559;41958
400;40;41524;41923
400;41;40024;40423
400;42;38644;39043
400;43;40938;41337
400;44;38970;39369
400;45;40064;40463
400;46;41821;42220
400;47;40494;40893
400;48;40071;40470
400;49;39046;39445
500;0;61273;61772
500;1;60878;61377
500;2;61726;62225
500;3;61925;62424
500;4;62400;62899
500;5;59508;60007
500;6;61407;61906
500;7;64925;65424
500;8;64000;64499
500;9;63343;63842
500;10;60179;60678
500;11;60402;60901
500;12;60737;61236
500;13;59554;60053
500;14;61615;62114
500;15;63499;63998
500;16;65428;65927
500;17;64607;65106
500;18;65985;66484
500;19;64601;65100
500;20;63246;63745
500;21;61966;62465
500;22;60680;61179
500;23;61153;61652
500;24;63697;64196
500;25;63585;64084
500;26;62931;63430
500;27;61356;61855
500;28;63537;64036
500;29;62051;62550
500;30;64270;64769
500;31;62537;63036
500;32;59162;59661
500;33;61297;61796
500;34;62016;62515
500;35;64111;64610
500;36;64538;65037
500;37;63804;64303
500;38;62629;63128
500;39;59846;60345
500;40;65620;66119
500;41;62705;63204
500;42;60408;60907
500;43;63295;63794
500;44;60201;60700
500;45;60574;61073
500;46;62572;63071
500;47;62067;62566
500;48;62997;63496
500;49;62421;62920
600;0;79369;79968
600;1;88942;89541
600;2;88408;89007
600;3;93267;93866
600;4;87219;87818
600;5;93432;94031
600;6;89003;89602
600;7;92582;93181
600;8;91935;92534
600;9;90242;90841
600;10;92024;92623
600;11;89273;89872
600;12;91151;91750
600;13;91248;91847
600;14;90756;91355
600;15;83654;84253
600;16;91755;92354
600;17;88966;89565
600;18;89021;89620
600;19;91002;91601
600;20;86667;87266
600;21;87459;88058
600;22;92047;92646
600;23;92476;93075
600;24;90364;90963
600;25;87186;87785
600;26;89523;90122
600;27;89035;89634
600;28;87578;88177
600;29;90301;90900
600;30;90661;91260
600;31;91001;91600
600;32;92847;93446
600;33;83871;84470
600;34;89201;89800
600;35;88403;89002
600;36;85390;85989
600;37;89416;90015
600;38;82501;83100
600;39;90113;90712
600;40;92470;93069
600;41;85085;85684
600;42;89691;90290
600;43;93733;94332
600;44;87784;88383
600;45;88085;88684
600;46;87997;88596
600;47;90019;90618
600;48;88270;88869
600;49;84777;85376
700;0;125526;126225
700;1;121546;122245
700;2;121097;121796
700;3;117382;118081
700;4;124292;124991
700;5;120935;121634
700;6;118615;119314
700;7;118142;118841
700;8;123055;123754
700;9;121626;122325
700;10;123408;124107
700;11;118726;119425
700;12;121703;122402
700;13;120020;120719
700;14;121295;121994
700;15;118649;119348
700;16;124546;125245
700;17;121262;121961
700;18;118671;119370
700;19;121686;122385
700;20;124862;125561
700;21;124289;124988
700;22;120450;121149
700;23;122074;122773
700;24;122454;123153
700;25;124910;125609
700;26;113437;114136
700;27;123646;124345
700;28;123724;124423
700;29;120290;120989
700;30;122677;123376
700;31;130202;130901
700;32;125051;125750
700;33;123333;124032
700;34;125884;126583
700;35;122454;123153
700;36;121039;121738
700;37;121362;122061
700;38;118729;119428
700;39;121599;122298
700;40;126669;127368
700;41;120131;120830
700;42;122656;123355
700;43;122977;123676
700;44;120543;121242
700;45;119433;120132
700;46;120218;120917
700;47;120307;121006
700;48;121206;121905
700;49;124257;124956
800;0;157050;157849
800;1;157592;158391
800;2;162550;163349
800;3;158051;158850
800;4;158705;159504
800;5;156372;157171
800;6;160505;161304
800;7;158356;159155
800;8;159802;160601
800;9;156217;157016
800;10;159388;160187
800;11;164534;165333
800;12;159847;160646
800;13;167038;167837
800;14;164544;165343
800;15;157020;157819
800;16;157727;158526
800;17;158738;159537
800;18;155177;155976
800;19;163640;164439
800;20;156642;157441
800;21;159876;160675
800;22;163033;163832
800;23;158455;159254
800;24;166405;167204
800;25;160410;161209
800;26;161641;162440
800;27;158836;159635
800;28;164520;165319
800;29;155126;155925
800;30;160282;161081
800;31;159489;160288
800;32;161957;162756
800;33;165847;166646
800;34;152396;153195
800;35;154568;155367
800;36;162082;162881
800;37;158248;159047
800;38;156819;157618
800;39;156692;157491
800;40;155751;156550
800;41;160291;161090
800;42;150454;151253
800;43;154198;154997
800;44;156496;157295
800;45;154099;154898
800;46;160034;160833
800;47;162034;162833
800;48;155526;156325
800;49;161705;162504
900;0;211183;212082
900;1;197718;198617
900;2;199719;200618
900;3;205769;206668
900;4;197432;198331
900;5;196949;197848
900;6;191895;192794
900;7;203524;204423
900;8;198029;198928
900;9;203708;204607
900;10;205834;206733
900;11;203217;204116
900;12;196173;197072
900;13;200740;201639
900;14;207784;208683
900;15;196855;197754
900;16;209992;210891
900;17;205378;206277
900;18;202069;202968
900;19;201044;201943
900;20;200710;201609
900;21;196393;197292
900;22;199377;200276
900;23;199373;200272
900;24;201663;202562
900;25;209694;210593
900;26;207093;207992
900;27;200394;201293
900;28;205387;206286
900;29;203483;204382
900;30;202623;203522
900;31;208385;209284
900;32;202376;203275
900;33;204747;205646
900;34;204120;205019
900;35;197489;198388
900;36;206256;207155
900;37;207304;208203
900;38;204068;204967
900;39;203841;204740
900;40;201943;202842
900;41;197657;198556
900;42;204502;205401
900;43;207720;208619
900;44;204533;205432
900;45;200650;201549
900;46;200213;201112
900;47;206364;207263
900;48;208800;209699
900;49;202481;203380
1000;0;256678;257677
1000;1;249346;250345
1000;2;254295;255294
1000;3;240534;241533
1000;4;253108;254107
1000;5;252672;253671
1000;6;248066;249065
1000;7;249595;250594
1000;8;244693;245692
1000;9;251418;252417
1000;10;241589;242588
1000;11;243293;244292
1000;12;247810;248809
1000;13;240515;241514
1000;14;251984;252983
1000;15;248568;249567
1000;16;249198;250197
1000;17;258690;259689
1000;18;249872;250871
1000;19;263586;264585
1000;20;250810;251809
1000;21;256490;257489
1000;22;245078;246077
1000;23;254529;255528
1000;24;249889;250888
1000;25;239831;240830
1000;26;258404;259403
1000;27;238762;239761
1000;28;246093;247092
1000;29;251989;252988
1000;30;246682;247681
1000;31;244221;245220
1000;32;250683;251682
1000;33;251639;252638
1000;34;254832;255831
1000;35;259075;260074
1000;36;247101;248100
1000;37;248232;249231
1000;38;247241;248240
1000;39;250225;251224
1000;40;248919;249918
1000;41;247984;248983
1000;42;240485;241484
1000;43;254529;255528
1000;44;246570;247569
1000;45;251848;252847
1000;46;249089;250088
1000;47;256412;257411
1000;48;255351;256350
1000;49;237833;238832
1100;0;305565;306664
1100;1;299440;300539
1100;2;304089;305188
1100;3;305172;306271
1100;4;316077;317176
1100;5;304427;305526
1100;6;298877;299976
1100;7;300744;301843
1100;8;320638;321737
1100;9;309112;310211
1100;10;296755;297854
1100;11;298177;299276
1100;12;304173;305272
1100;13;312020;313119
1100;14;293079;294178
1100;15;307929;309028
1100;16;306562;307661
1100;17;293982;295081
1100;18;307924;309023
1100;19;303440;304539
1100;20;308390;309489
1100;21;300591;301690
1100;22;307463;308562
1100;23;303179;304278
1100;24;309480;310579
1100;25;308245;309344
1100;26;304036;305135
1100;27;300464;301563
1100;28;293449;294548
1100;29;303788;304887
1100;30;299742;300841
1100;31;307211;308310
1100;32;296861;297960
1100;33;308265;309364
1100;34;296626;297725
1100;35;305559;306658
1100;36;300448;301547
1100;37;302848;303947
1100;38;301332;302431
1100;39;304812;305911
1100;40;304617;305716
